NCBI_gene:55768	OMIM:615273
NCBI_gene:5354	OMIM:312080
NCBI_gene:8452	OMIM:614496
NCBI_gene:5578	OMIM:176960
NCBI_gene:6335	OMIM:613863
NCBI_gene:4221	OMIM:131100
NCBI_gene:79955	OMIM:605472
NCBI_gene:7167	ORPHANET:868
NCBI_gene:9215	OMIM:608840
NCBI_gene:8891	OMIM:603896
NCBI_gene:4867	ORPHANET:220497
NCBI_gene:2316	OMIM:300244
NCBI_gene:7157	OMIM:114550
NCBI_gene:65062	ORPHANET:220497
NCBI_gene:5095	OMIM:606054
NCBI_gene:3239	OMIM:186300
NCBI_gene:6342	OMIM:613724
NCBI_gene:54795	ORPHANET:871
NCBI_gene:113189	OMIM:601776
NCBI_gene:9439	OMIM:614249
NCBI_gene:1280	OMIM:271700
NCBI_gene:673	ORPHANET:99872
NCBI_gene:93589	ORPHANET:1872
NCBI_gene:768206	OMIM:610599
NCBI_gene:8301	OMIM:601626
NCBI_gene:10984	OMIM:130650
NCBI_gene:5002	OMIM:211980
NCBI_gene:2200	ORPHANET:2623
NCBI_gene:148789	ORPHANET:899
NCBI_gene:857	ORPHANET:220402
NCBI_gene:1622	OMIM:125950
NCBI_gene:716	OMIM:613783
NCBI_gene:207	OMIM:167000
NCBI_gene:3043	OMIM:613985
NCBI_gene:2235	OMIM:177000
NCBI_gene:340024	OMIM:138500
NCBI_gene:51324	OMIM:248900
NCBI_gene:2065	OMIM:607598
NCBI_gene:6736	ORPHANET:983
NCBI_gene:3952	OMIM:614962
NCBI_gene:9509	OMIM:225410
NCBI_gene:7490	ORPHANET:251510
NCBI_gene:3861	OMIM:161000
NCBI_gene:4624	OMIM:614089
NCBI_gene:81494	OMIM:614809
NCBI_gene:55851	OMIM:613736
NCBI_gene:8822	OMIM:615270
NCBI_gene:4089	OMIM:174900
NCBI_gene:6785	OMIM:600110
NCBI_gene:525	OMIM:267300
NCBI_gene:5831	OMIM:612940
NCBI_gene:2956	OMIM:276300
NCBI_gene:6135	ORPHANET:124
NCBI_gene:79809	OMIM:613820
NCBI_gene:3643	OMIM:610549
NCBI_gene:2617	OMIM:601472
NCBI_gene:5781	ORPHANET:648
NCBI_gene:1535	ORPHANET:379
NCBI_gene:199713	OMIM:231090
NCBI_gene:81	OMIM:603278
NCBI_gene:1146	OMIM:253290
NCBI_gene:8893	OMIM:603896
NCBI_gene:2177	ORPHANET:84
NCBI_gene:83552	ORPHANET:35612
NCBI_gene:249	OMIM:146300
NCBI_gene:5696	OMIM:256040
NCBI_gene:8517	OMIM:300291
NCBI_gene:85365	OMIM:607906
NCBI_gene:3735	OMIM:613916
NCBI_gene:1499	OMIM:132600
NCBI_gene:219844	ORPHANET:2189
NCBI_gene:79867	ORPHANET:564
NCBI_gene:23600	ORPHANET:79095
NCBI_gene:5167	OMIM:602475
NCBI_gene:540	OMIM:277900
NCBI_gene:54805	OMIM:613882
NCBI_gene:146183	OMIM:607039
NCBI_gene:9409	ORPHANET:912
NCBI_gene:56246	OMIM:607398
NCBI_gene:2131	OMIM:133700
NCBI_gene:5993	OMIM:209920
NCBI_gene:6103	ORPHANET:244
NCBI_gene:5903	OMIM:608033
NCBI_gene:1145	OMIM:601462
NCBI_gene:6469	OMIM:142945
NCBI_gene:4286	OMIM:103470
NCBI_gene:7068	OMIM:274300
NCBI_gene:2702	OMIM:614049
NCBI_gene:3930	OMIM:613471
NCBI_gene:124404	OMIM:614822
NCBI_gene:3046	OMIM:142100
NCBI_gene:3425	OMIM:607015
NCBI_gene:2200	OMIM:614185
NCBI_gene:26580	ORPHANET:528
NCBI_gene:1947	OMIM:304110
NCBI_gene:1280	OMIM:184250
NCBI_gene:2626	OMIM:607941
NCBI_gene:8243	ORPHANET:199
NCBI_gene:284654	OMIM:610644
NCBI_gene:4615	OMIM:153600
NCBI_gene:124454	OMIM:614924
NCBI_gene:5077	OMIM:268220
NCBI_gene:3758	OMIM:241200
NCBI_gene:2736	OMIM:610829
NCBI_gene:1482	OMIM:614432
NCBI_gene:7018	OMIM:209300
NCBI_gene:4072	OMIM:613244
NCBI_gene:283417	OMIM:613958
NCBI_gene:8200	OMIM:113100
NCBI_gene:80331	OMIM:162350
NCBI_gene:50615	OMIM:615207
NCBI_gene:8504	OMIM:614882
NCBI_gene:5979	ORPHANET:388
NCBI_gene:6557	OMIM:601678
NCBI_gene:4524	OMIM:236250
NCBI_gene:3043	OMIM:603902
NCBI_gene:27019	OMIM:244400
NCBI_gene:3064	OMIM:143100
NCBI_gene:5728	ORPHANET:137608
NCBI_gene:83959	OMIM:217400
NCBI_gene:2074	OMIM:133540
NCBI_gene:51057	ORPHANET:564
NCBI_gene:3162	OMIM:614034
NCBI_gene:2261	OMIM:114500
NCBI_gene:6916	OMIM:231095
NCBI_gene:6262	ORPHANET:3286
NCBI_gene:5949	OMIM:615233
NCBI_gene:8481	ORPHANET:2754
NCBI_gene:7080	ORPHANET:95720
NCBI_gene:3039	OMIM:604131
NCBI_gene:2070	OMIM:601316
NCBI_gene:3853	ORPHANET:2309
NCBI_gene:10661	OMIM:613673
NCBI_gene:84668	OMIM:610532
NCBI_gene:196527	OMIM:262890
NCBI_gene:5395	OMIM:276300
NCBI_gene:4261	OMIM:209920
NCBI_gene:55764	ORPHANET:1515
NCBI_gene:5979	OMIM:191830
NCBI_gene:55835	OMIM:613676
NCBI_gene:8398	ORPHANET:35069
NCBI_gene:538	OMIM:300489
NCBI_gene:1373	OMIM:237300
NCBI_gene:5307	OMIM:186550
NCBI_gene:6390	OMIM:115310
NCBI_gene:55172	ORPHANET:244
NCBI_gene:51733	OMIM:613161
NCBI_gene:26121	OMIM:600138
NCBI_gene:56623	ORPHANET:220493
NCBI_gene:9241	OMIM:186570
NCBI_gene:4204	OMIM:300055
NCBI_gene:2138	ORPHANET:52429
NCBI_gene:91147	OMIM:607361
NCBI_gene:1066	OMIM:114835
NCBI_gene:2706	OMIM:148210
NCBI_gene:412	ORPHANET:461
NCBI_gene:259266	OMIM:608716
NCBI_gene:64218	OMIM:610282
NCBI_gene:2653	OMIM:605899
NCBI_gene:3211	OMIM:614744
NCBI_gene:23322	OMIM:216360
NCBI_gene:57057	OMIM:611363
NCBI_gene:2623	OMIM:300835
NCBI_gene:5230	OMIM:300653
NCBI_gene:59345	OMIM:615185
NCBI_gene:5644	OMIM:614044
NCBI_gene:54949	OMIM:601650
NCBI_gene:344018	OMIM:612310
NCBI_gene:4574	ORPHANET:2202
NCBI_gene:10083	OMIM:276904
NCBI_gene:81027	OMIM:613112
NCBI_gene:6910	OMIM:142900
NCBI_gene:3981	OMIM:606593
NCBI_gene:51524	OMIM:614465
NCBI_gene:4041	ORPHANET:3416
NCBI_gene:6716	OMIM:264600
NCBI_gene:8945	ORPHANET:2440
NCBI_gene:4041	OMIM:144750
NCBI_gene:7547	OMIM:314390
NCBI_gene:55112	ORPHANET:93271
NCBI_gene:6445	OMIM:253700
NCBI_gene:2692	OMIM:612781
NCBI_gene:546	OMIM:301040
NCBI_gene:493753	OMIM:220110
NCBI_gene:29893	ORPHANET:243
NCBI_gene:23495	OMIM:609529
NCBI_gene:2316	OMIM:309350
NCBI_gene:91942	OMIM:256000
NCBI_gene:84433	OMIM:615206
NCBI_gene:2925	OMIM:305670
NCBI_gene:54880	ORPHANET:568
NCBI_gene:3868	OMIM:613000
NCBI_gene:4891	OMIM:206100
NCBI_gene:79158	OMIM:252600
NCBI_gene:282551	OMIM:606960
NCBI_gene:4487	OMIM:106600
NCBI_gene:3028	OMIM:300220
NCBI_gene:6635	ORPHANET:55654
NCBI_gene:6870	ORPHANET:478
NCBI_gene:6295	ORPHANET:791
NCBI_gene:10084	OMIM:309500
NCBI_gene:285848	ORPHANET:79394
NCBI_gene:7080	OMIM:600635
NCBI_gene:57158	OMIM:613873
NCBI_gene:5728	OMIM:275355
NCBI_gene:1302	OMIM:601868
NCBI_gene:3675	OMIM:614748
NCBI_gene:26090	OMIM:612674
NCBI_gene:80199	OMIM:182940
NCBI_gene:4758	OMIM:256550
NCBI_gene:6514	OMIM:227810
NCBI_gene:10559	OMIM:603585
NCBI_gene:5290	OMIM:603387
NCBI_gene:1719	OMIM:613839
NCBI_gene:25861	OMIM:611383
NCBI_gene:9152	ORPHANET:3197
NCBI_gene:6310	OMIM:164400
NCBI_gene:346171	OMIM:601410
NCBI_gene:7048	ORPHANET:88636
NCBI_gene:778	OMIM:300071
NCBI_gene:8492	OMIM:249500
NCBI_gene:84627	ORPHANET:90354
NCBI_gene:5194	OMIM:614885
NCBI_gene:3047	ORPHANET:46532
NCBI_gene:8022	ORPHANET:226307
NCBI_gene:3784	OMIM:609621
NCBI_gene:443	ORPHANET:314918
NCBI_gene:1717	OMIM:270400
NCBI_gene:4041	OMIM:607634
NCBI_gene:5078	OMIM:612225
NCBI_gene:352909	ORPHANET:244
NCBI_gene:3702	OMIM:613011
NCBI_gene:10002	OMIM:611131
NCBI_gene:2335	ORPHANET:84090
NCBI_gene:546	OMIM:300448
NCBI_gene:54903	OMIM:209900
NCBI_gene:26276	ORPHANET:2697
NCBI_gene:29954	ORPHANET:899
NCBI_gene:10370	OMIM:614433
NCBI_gene:362	OMIM:600231
NCBI_gene:4646	OMIM:607821
NCBI_gene:126792	OMIM:615349
NCBI_gene:7273	OMIM:604145
NCBI_gene:383	OMIM:207800
NCBI_gene:51181	OMIM:260800
NCBI_gene:6016	ORPHANET:648
NCBI_gene:4688	OMIM:233710
NCBI_gene:57679	OMIM:607225
NCBI_gene:4751	ORPHANET:791
NCBI_gene:4089	OMIM:260350
NCBI_gene:1824	OMIM:610476
NCBI_gene:255928	OMIM:614229
NCBI_gene:728294	OMIM:600721
NCBI_gene:11136	OMIM:220100
NCBI_gene:5192	OMIM:614870
NCBI_gene:65250	OMIM:614615
NCBI_gene:3040	OMIM:604131
NCBI_gene:30062	OMIM:611038
NCBI_gene:200576	OMIM:121850
NCBI_gene:10568	OMIM:265100
NCBI_gene:27241	OMIM:209900
NCBI_gene:1678	OMIM:304700
NCBI_gene:9247	OMIM:146200
NCBI_gene:407975	ORPHANET:1305
NCBI_gene:1001	OMIM:225280
NCBI_gene:6663	OMIM:611584
NCBI_gene:1300	OMIM:156500
NCBI_gene:128178	OMIM:614940
NCBI_gene:23438	OMIM:614926
NCBI_gene:3691	OMIM:226650
NCBI_gene:1910	ORPHANET:388
NCBI_gene:7443	ORPHANET:2254
NCBI_gene:116085	OMIM:220150
NCBI_gene:1302	OMIM:277610
NCBI_gene:1730	OMIM:300511
NCBI_gene:3662	OMIM:254500
NCBI_gene:6654	OMIM:135300
NCBI_gene:9150	OMIM:604168
NCBI_gene:79641	OMIM:226750
NCBI_gene:10555	ORPHANET:528
NCBI_gene:7051	OMIM:242300
NCBI_gene:6392	OMIM:168000
NCBI_gene:1482	OMIM:108900
NCBI_gene:4547	OMIM:200100
NCBI_gene:4204	ORPHANET:777
NCBI_gene:9719	ORPHANET:2623
NCBI_gene:5429	OMIM:278750
NCBI_gene:4915	OMIM:613886
NCBI_gene:6017	OMIM:607476
NCBI_gene:120892	OMIM:607060
NCBI_gene:3832	OMIM:152950
NCBI_gene:4322	ORPHANET:1040
NCBI_gene:1041	OMIM:270300
NCBI_gene:1288	OMIM:308940
NCBI_gene:5663	OMIM:600274
NCBI_gene:2260	ORPHANET:93258
NCBI_gene:2916	OMIM:257270
NCBI_gene:4952	OMIM:300555
NCBI_gene:50814	OMIM:300831
NCBI_gene:5155	ORPHANET:1980
NCBI_gene:8802	OMIM:245400
NCBI_gene:367	OMIM:300068
NCBI_gene:8929	ORPHANET:635
NCBI_gene:3000	OMIM:601777
NCBI_gene:182	OMIM:118450
NCBI_gene:3955	OMIM:609813
NCBI_gene:55714	OMIM:615145
NCBI_gene:4968	OMIM:144700
NCBI_gene:4594	OMIM:251000
NCBI_gene:83987	ORPHANET:2616
NCBI_gene:2261	OMIM:602849
NCBI_gene:242	ORPHANET:313
NCBI_gene:4575	ORPHANET:231183
NCBI_gene:79228	OMIM:613680
NCBI_gene:1415	ORPHANET:1377
NCBI_gene:54716	OMIM:138500
NCBI_gene:421	ORPHANET:567
NCBI_gene:1413	ORPHANET:1377
NCBI_gene:10019	OMIM:187950
NCBI_gene:8029	OMIM:261100
NCBI_gene:54982	OMIM:601780
NCBI_gene:3621	OMIM:275355
NCBI_gene:1278	OMIM:259420
NCBI_gene:224	OMIM:270200
NCBI_gene:7253	OMIM:275200
NCBI_gene:331	ORPHANET:2442
NCBI_gene:7454	ORPHANET:906
NCBI_gene:146227	OMIM:117210
NCBI_gene:6507	OMIM:612656
NCBI_gene:51206	OMIM:614201
NCBI_gene:4867	OMIM:266900
NCBI_gene:2627	ORPHANET:1329
NCBI_gene:55777	OMIM:156200
NCBI_gene:183	OMIM:267430
NCBI_gene:84720	OMIM:614749
NCBI_gene:6094	ORPHANET:791
NCBI_gene:9702	OMIM:614114
NCBI_gene:79053	OMIM:608104
NCBI_gene:440	OMIM:108370
NCBI_gene:84061	ORPHANET:777
NCBI_gene:284252	OMIM:181270
NCBI_gene:64240	OMIM:210250
NCBI_gene:3094	OMIM:137200
NCBI_gene:9499	OMIM:609200
NCBI_gene:4359	OMIM:607736
NCBI_gene:80781	OMIM:267750
NCBI_gene:4909	OMIM:613100
NCBI_gene:57728	OMIM:614378
NCBI_gene:4023	OMIM:144250
NCBI_gene:4763	OMIM:162200
NCBI_gene:158866	OMIM:300577
NCBI_gene:9215	OMIM:613154
NCBI_gene:29940	OMIM:615539
NCBI_gene:64127	OMIM:609464
NCBI_gene:7543	OMIM:314980
NCBI_gene:51196	OMIM:610725
NCBI_gene:3054	OMIM:309541
NCBI_gene:2263	ORPHANET:93259
NCBI_gene:4683	OMIM:251260
NCBI_gene:1548	OMIM:122700
NCBI_gene:3098	OMIM:605285
NCBI_gene:9573	OMIM:613703
NCBI_gene:4627	OMIM:603622
NCBI_gene:24	OMIM:604116
NCBI_gene:7552	OMIM:300803
NCBI_gene:5146	ORPHANET:1871
NCBI_gene:2624	OMIM:614038
NCBI_gene:11222	OMIM:614582
NCBI_gene:3315	OMIM:608634
NCBI_gene:959	OMIM:308230
NCBI_gene:2301	OMIM:107250
NCBI_gene:4726	OMIM:252010
NCBI_gene:60	ORPHANET:2995
NCBI_gene:7474	OMIM:180700
NCBI_gene:1959	OMIM:607678
NCBI_gene:1811	OMIM:214700
NCBI_gene:2571	OMIM:603513
NCBI_gene:2022	OMIM:187300
NCBI_gene:7045	OMIM:602082
NCBI_gene:54808	OMIM:223800
NCBI_gene:5830	OMIM:202370
NCBI_gene:2165	OMIM:613235
NCBI_gene:57534	OMIM:615092
NCBI_gene:611	OMIM:190900
NCBI_gene:6197	OMIM:300844
NCBI_gene:24	OMIM:601718
NCBI_gene:57096	ORPHANET:65
NCBI_gene:5354	OMIM:312920
NCBI_gene:55505	OMIM:224230
NCBI_gene:55624	OMIM:253280
NCBI_gene:6899	ORPHANET:567
NCBI_gene:1184	OMIM:310468
NCBI_gene:100151683	OMIM:210710
NCBI_gene:2519	OMIM:136820
NCBI_gene:5468	OMIM:609338
NCBI_gene:10743	OMIM:182290
NCBI_gene:7252	OMIM:275100
NCBI_gene:28962	OMIM:259720
NCBI_gene:79650	ORPHANET:1775
NCBI_gene:1593	OMIM:213700
NCBI_gene:3242	OMIM:276710
NCBI_gene:5961	OMIM:608161
NCBI_gene:8517	OMIM:300301
NCBI_gene:1639	OMIM:607641
NCBI_gene:3045	OMIM:142000
NCBI_gene:23509	OMIM:615327
NCBI_gene:26580	OMIM:600794
NCBI_gene:4088	OMIM:613795
NCBI_gene:695	ORPHANET:47
NCBI_gene:4068	OMIM:308240
NCBI_gene:5192	ORPHANET:44
NCBI_gene:6662	OMIM:114290
NCBI_gene:5191	OMIM:215100
NCBI_gene:23545	OMIM:219200
NCBI_gene:5148	ORPHANET:791
NCBI_gene:6135	OMIM:612562
NCBI_gene:3459	OMIM:209950
NCBI_gene:8820	ORPHANET:95496
NCBI_gene:83394	OMIM:600977
NCBI_gene:5956	OMIM:303900
NCBI_gene:2332	OMIM:311360
NCBI_gene:4548	OMIM:250940
NCBI_gene:6100	ORPHANET:791
NCBI_gene:84916	OMIM:604901
NCBI_gene:84876	OMIM:612782
NCBI_gene:217	OMIM:100650
NCBI_gene:55967	OMIM:256000
NCBI_gene:1406	OMIM:120970
NCBI_gene:78987	OMIM:606217
NCBI_gene:8200	OMIM:610017
NCBI_gene:23096	ORPHANET:777
NCBI_gene:145226	ORPHANET:65
NCBI_gene:2203	OMIM:229700
NCBI_gene:22999	OMIM:603649
NCBI_gene:2263	OMIM:149730
NCBI_gene:2255	OMIM:149730
NCBI_gene:846	OMIM:239200
NCBI_gene:760	OMIM:259730
NCBI_gene:26123	OMIM:258860
NCBI_gene:2070	OMIM:605362
NCBI_gene:7849	ORPHANET:95720
NCBI_gene:5995	OMIM:613769
NCBI_gene:1482	OMIM:217095
NCBI_gene:999	OMIM:608089
NCBI_gene:5727	OMIM:109400
NCBI_gene:54345	OMIM:607823
NCBI_gene:9197	OMIM:612539
NCBI_gene:5009	OMIM:311250
NCBI_gene:54756	OMIM:615267
NCBI_gene:3852	OMIM:131960
NCBI_gene:388552	OMIM:614077
NCBI_gene:23218	OMIM:139090
NCBI_gene:4668	OMIM:609241
NCBI_gene:25914	OMIM:614833
NCBI_gene:1180	OMIM:160800
NCBI_gene:1349	ORPHANET:2556
NCBI_gene:79796	OMIM:608776
NCBI_gene:11322	ORPHANET:302
NCBI_gene:1482	ORPHANET:95720
NCBI_gene:9197	OMIM:614482
NCBI_gene:1298	OMIM:614284
NCBI_gene:7169	OMIM:609285
NCBI_gene:7080	OMIM:118700
NCBI_gene:2273	OMIM:300718
NCBI_gene:4534	OMIM:310400
NCBI_gene:216	OMIM:100640
NCBI_gene:538	OMIM:309400
NCBI_gene:4436	OMIM:276300
NCBI_gene:6708	OMIM:270970
NCBI_gene:2516	ORPHANET:242
NCBI_gene:2548	OMIM:232300
NCBI_gene:375298	OMIM:608380
NCBI_gene:7507	OMIM:278700
NCBI_gene:2261	OMIM:603956
NCBI_gene:57572	ORPHANET:974
NCBI_gene:84925	OMIM:144700
NCBI_gene:2697	ORPHANET:1522
NCBI_gene:4514	OMIM:516050
NCBI_gene:7374	OMIM:608106
NCBI_gene:6712	OMIM:615386
NCBI_gene:6531	OMIM:613135
NCBI_gene:5428	OMIM:613662
NCBI_gene:79147	OMIM:607155
NCBI_gene:4625	OMIM:613426
NCBI_gene:8450	OMIM:300354
NCBI_gene:5468	OMIM:604367
NCBI_gene:950	OMIM:254900
NCBI_gene:220074	OMIM:611451
NCBI_gene:64446	OMIM:612444
NCBI_gene:10002	ORPHANET:791
NCBI_gene:443	ORPHANET:314911
NCBI_gene:10194	OMIM:607842
NCBI_gene:55624	ORPHANET:899
NCBI_gene:1716	OMIM:251880
NCBI_gene:4709	OMIM:252010
NCBI_gene:79827	ORPHANET:2301
NCBI_gene:7305	OMIM:221770
NCBI_gene:10049	OMIM:603511
NCBI_gene:79581	ORPHANET:97229
NCBI_gene:8915	OMIM:613024
NCBI_gene:2984	OMIM:614665
NCBI_gene:2956	OMIM:614350
NCBI_gene:5654	OMIM:600142
NCBI_gene:3939	OMIM:612933
NCBI_gene:8820	OMIM:182230
NCBI_gene:11234	OMIM:614074
NCBI_gene:388962	OMIM:614299
NCBI_gene:4952	OMIM:309000
NCBI_gene:4214	ORPHANET:242
NCBI_gene:3708	OMIM:117360
NCBI_gene:4598	OMIM:610377
NCBI_gene:3394	OMIM:614894
NCBI_gene:5192	ORPHANET:772
NCBI_gene:8200	OMIM:112600
NCBI_gene:9364	ORPHANET:1872
NCBI_gene:3000	OMIM:204000
NCBI_gene:1145	OMIM:608931
NCBI_gene:6144	ORPHANET:55654
NCBI_gene:133396	OMIM:613955
NCBI_gene:9215	ORPHANET:899
NCBI_gene:1991	OMIM:202700
NCBI_gene:57449	OMIM:615376
NCBI_gene:1642	OMIM:600045
NCBI_gene:10083	ORPHANET:231169
NCBI_gene:10585	OMIM:613155
NCBI_gene:5826	ORPHANET:79284
NCBI_gene:1908	ORPHANET:388
NCBI_gene:3426	OMIM:610984
NCBI_gene:65055	OMIM:614751
NCBI_gene:9217	OMIM:608627
NCBI_gene:1294	ORPHANET:158673
NCBI_gene:10560	OMIM:249270
NCBI_gene:5896	OMIM:609889
NCBI_gene:57609	OMIM:136630
NCBI_gene:51119	OMIM:260400
NCBI_gene:79188	OMIM:604400
NCBI_gene:2776	OMIM:185300
NCBI_gene:1909	OMIM:157300
NCBI_gene:11236	OMIM:144700
NCBI_gene:170302	OMIM:308350
NCBI_gene:1861	ORPHANET:256
NCBI_gene:1413	OMIM:610425
NCBI_gene:8031	OMIM:188550
NCBI_gene:2155	OMIM:227500
NCBI_gene:4128	OMIM:309850
NCBI_gene:55806	ORPHANET:444
NCBI_gene:8626	OMIM:106260
NCBI_gene:134430	OMIM:609887
NCBI_gene:3295	OMIM:233400
NCBI_gene:1028	OMIM:614732
NCBI_gene:54583	OMIM:609820
NCBI_gene:83605	OMIM:603284
NCBI_gene:1302	ORPHANET:2021
NCBI_gene:2811	OMIM:153670
NCBI_gene:6331	OMIM:608567
NCBI_gene:5290	OMIM:114480
NCBI_gene:7490	ORPHANET:893
NCBI_gene:7273	OMIM:603689
NCBI_gene:5660	OMIM:611721
NCBI_gene:6905	OMIM:241410
NCBI_gene:2706	ORPHANET:2202
NCBI_gene:80169	OMIM:612199
NCBI_gene:50964	OMIM:122860
NCBI_gene:1385	OMIM:612160
NCBI_gene:1080	OMIM:219700
NCBI_gene:5428	OMIM:203700
NCBI_gene:220	OMIM:615113
NCBI_gene:2643	OMIM:128230
NCBI_gene:340024	OMIM:234500
NCBI_gene:256471	OMIM:610951
NCBI_gene:3953	OMIM:614963
NCBI_gene:50940	OMIM:610475
NCBI_gene:5205	OMIM:147480
NCBI_gene:64094	OMIM:125400
NCBI_gene:126410	ORPHANET:313
NCBI_gene:282996	OMIM:613172
NCBI_gene:6772	OMIM:613796
NCBI_gene:4297	OMIM:605130
NCBI_gene:64241	OMIM:210250
NCBI_gene:2521	OMIM:614782
NCBI_gene:50964	ORPHANET:3416
NCBI_gene:11277	ORPHANET:51
NCBI_gene:8481	ORPHANET:244
NCBI_gene:80704	OMIM:607483
NCBI_gene:1798	OMIM:608093
NCBI_gene:2898	OMIM:611092
NCBI_gene:265	OMIM:301200
NCBI_gene:7168	OMIM:115196
NCBI_gene:10472	OMIM:612337
NCBI_gene:7399	OMIM:613809
NCBI_gene:493856	OMIM:604928
NCBI_gene:3172	OMIM:125850
NCBI_gene:5261	OMIM:613027
NCBI_gene:348	OMIM:611771
NCBI_gene:215	OMIM:300100
NCBI_gene:1497	OMIM:219800
NCBI_gene:4036	OMIM:222448
NCBI_gene:54919	OMIM:614874
NCBI_gene:4624	OMIM:613251
NCBI_gene:2184	OMIM:276700
NCBI_gene:23299	OMIM:615290
NCBI_gene:3295	ORPHANET:2855
NCBI_gene:2263	OMIM:101400
NCBI_gene:340024	OMIM:242600
NCBI_gene:222546	OMIM:601346
NCBI_gene:200894	ORPHANET:475
NCBI_gene:3507	OMIM:601495
NCBI_gene:653361	OMIM:233700
NCBI_gene:7273	ORPHANET:154
NCBI_gene:203859	OMIM:611307
NCBI_gene:617	OMIM:262000
NCBI_gene:6609	OMIM:607616
NCBI_gene:27249	OMIM:277410
NCBI_gene:84061	OMIM:300853
NCBI_gene:84059	OMIM:604352
NCBI_gene:1410	OMIM:613763
NCBI_gene:10046	OMIM:300758
NCBI_gene:147912	OMIM:610896
NCBI_gene:55215	OMIM:609053
NCBI_gene:2627	OMIM:600001
NCBI_gene:10269	OMIM:608612
NCBI_gene:10686	OMIM:248250
NCBI_gene:2178	OMIM:600901
NCBI_gene:5080	OMIM:206700
NCBI_gene:973	OMIM:613501
NCBI_gene:283120	ORPHANET:654
NCBI_gene:23314	OMIM:119540
NCBI_gene:6452	OMIM:118400
NCBI_gene:84062	OMIM:614076
NCBI_gene:83893	OMIM:102530
NCBI_gene:6340	OMIM:177200
NCBI_gene:54332	OMIM:214400
NCBI_gene:85476	OMIM:609060
NCBI_gene:8626	OMIM:103285
NCBI_gene:2052	ORPHANET:1912
NCBI_gene:5193	ORPHANET:772
NCBI_gene:7299	OMIM:103470
NCBI_gene:9076	OMIM:607626
NCBI_gene:4854	ORPHANET:2591
NCBI_gene:9060	OMIM:612847
NCBI_gene:5314	OMIM:263200
NCBI_gene:55636	OMIM:612370
NCBI_gene:79868	OMIM:300884
NCBI_gene:157570	OMIM:268300
NCBI_gene:7297	ORPHANET:85408
NCBI_gene:859	OMIM:192600
NCBI_gene:285489	OMIM:208150
NCBI_gene:2688	OMIM:612781
NCBI_gene:2629	OMIM:231000
NCBI_gene:165918	OMIM:611943
NCBI_gene:51364	OMIM:615444
NCBI_gene:2218	OMIM:611588
NCBI_gene:22943	ORPHANET:85193
NCBI_gene:57492	ORPHANET:1465
NCBI_gene:2623	OMIM:314050
NCBI_gene:1186	ORPHANET:667
NCBI_gene:1311	OMIM:132400
NCBI_gene:5195	ORPHANET:912
NCBI_gene:51778	OMIM:613838
NCBI_gene:79147	ORPHANET:899
NCBI_gene:64220	OMIM:601186
NCBI_gene:23503	OMIM:270700
NCBI_gene:23424	OMIM:613887
NCBI_gene:54806	OMIM:608629
NCBI_gene:5156	OMIM:607685
NCBI_gene:26121	ORPHANET:791
NCBI_gene:11005	OMIM:256500
NCBI_gene:90	OMIM:135100
NCBI_gene:2071	ORPHANET:220295
NCBI_gene:1261	OMIM:216900
NCBI_gene:22	OMIM:301310
NCBI_gene:2068	ORPHANET:1466
NCBI_gene:84947	OMIM:614739
NCBI_gene:388939	ORPHANET:791
NCBI_gene:8890	OMIM:603896
NCBI_gene:554	OMIM:304800
NCBI_gene:4157	ORPHANET:618
NCBI_gene:2911	OMIM:614831
NCBI_gene:80208	OMIM:604360
NCBI_gene:203286	OMIM:615382
NCBI_gene:55214	OMIM:614292
NCBI_gene:5832	OMIM:219150
NCBI_gene:1356	OMIM:604290
NCBI_gene:729920	ORPHANET:899
NCBI_gene:3786	OMIM:121201
NCBI_gene:7172	OMIM:610460
NCBI_gene:5083	ORPHANET:99798
NCBI_gene:26191	ORPHANET:85408
NCBI_gene:80270	OMIM:607765
NCBI_gene:259236	OMIM:600971
NCBI_gene:3166	OMIM:612109
NCBI_gene:4990	ORPHANET:2543
NCBI_gene:57572	OMIM:614219
NCBI_gene:2244	OMIM:202400
NCBI_gene:346007	OMIM:602772
NCBI_gene:59341	OMIM:113500
NCBI_gene:9573	ORPHANET:2345
NCBI_gene:3516	ORPHANET:974
NCBI_gene:63976	ORPHANET:154
NCBI_gene:9420	OMIM:613812
NCBI_gene:5592	OMIM:615436
NCBI_gene:7546	OMIM:609637
NCBI_gene:4298	OMIM:159556
NCBI_gene:3075	OMIM:126700
NCBI_gene:2177	OMIM:227646
NCBI_gene:80207	OMIM:258501
NCBI_gene:3988	OMIM:278000
NCBI_gene:6566	OMIM:245340
NCBI_gene:8988	OMIM:613376
NCBI_gene:10159	OMIM:300423
NCBI_gene:3195	OMIM:186770
NCBI_gene:2296	OMIM:602482
NCBI_gene:7039	ORPHANET:99798
NCBI_gene:50506	OMIM:607200
NCBI_gene:7253	OMIM:609152
NCBI_gene:26229	OMIM:245600
NCBI_gene:1376	OMIM:255110
NCBI_gene:7012	OMIM:127550
NCBI_gene:3123	ORPHANET:703
NCBI_gene:3815	OMIM:273300
NCBI_gene:549	OMIM:250950
NCBI_gene:6476	OMIM:222900
NCBI_gene:6938	OMIM:615314
NCBI_gene:9126	OMIM:610759
NCBI_gene:24140	ORPHANET:777
NCBI_gene:4535	OMIM:516000
NCBI_gene:729238	OMIM:178500
