disease_id	disorder_label
OMIM:188560	Thyroid Hormone Plasma Membrane Transport Defect
OMIM:188570	Thyroid Hormone Resistance, Generalized, Autosomal Dominant
OMIM:188570	Thyroid Hormone Resistance, Generalized
OMIM:188580	Thyrotoxic Periodic Paralysis, Susceptibility To, 1
OMIM:188600	Moved To 314200
OMIM:188700	Blount Disease, Infantile
OMIM:188740	Tibia, Absence Of, With Polydactyly
OMIM:188770	Tibia, Hypoplasia Of, With Polydactyly
OMIM:188800	Tibial Torsion, Bilateral Medial
OMIM:188850	Tl Antigen
OMIM:188890	Tobacco Addiction, Susceptibility To
OMIM:189000	Toe, Fifth, Number Of Phalanges In
OMIM:189100	Toe, Misshapen
OMIM:189150	Toe, Rotated Fifth
OMIM:189200	Toes, Relative Length Of First And Second
OMIM:189230	Toes, Space Between First And Second
OMIM:189300	Tongue Curling, Folding, Or Rolling
OMIM:189490	Malposition Of Teeth With Or Without Hypodontia/Oligodontia
OMIM:189500	Witkop Syndrome
OMIM:189600	Torticollis
OMIM:189700	Torus Palatinus And Torus Mandibularis
OMIM:189800	Preeclampsia/Eclampsia 1
OMIM:189960	Tracheoesophageal Fistula With Or Without Esophageal Atresia
OMIM:189961	Tracheopathia Osteoplastica
OMIM:189980	Abelson Murine Leukemia Viral Oncogene Homolog 1
OMIM:189990	V-Myb Avian Myeloblastosis Viral Oncogene Homolog
OMIM:190000	Transferrin
OMIM:190030	V-Fes Feline Sarcoma Viral/V-Fps Fujinami Avian Sarcoma Viral Oncogene Homolog
OMIM:190040	Platelet-Derived Growth Factor, Beta Polypeptide
OMIM:190100	Geniospasm 1
OMIM:190160	Thyroid Hormone Receptor, Beta
OMIM:190198	Notch, Drosophila, Homolog Of, 1
OMIM:190200	Tremor Of Intention, Ataxia, And Lipofuscinosis
OMIM:190300	Tremor, Hereditary Essential, 1
OMIM:190310	Tremor, Nystagmus, And Duodenal Ulcer
OMIM:190320	Trichodentoosseous Syndrome
OMIM:190330	Trichomegaly
OMIM:190340	Discoid Fibromas, Familial Multiple
OMIM:190345	Trichoepitheliomas, Multiple Desmoplastic
OMIM:190350	Trichorhinophalangeal Syndrome, Type I
OMIM:190351	Trichorhinophalangeal Syndrome, Type Iii
OMIM:190360	Trichodysplasia-Xeroderma
OMIM:190400	Trigeminal Neuralgia
OMIM:190410	Trigger Thumb
OMIM:190420	Triglyceride Storage Disease, Type I
OMIM:190430	Triglyceride Storage Disease, Type Ii
OMIM:190440	Trigonocephaly 1
OMIM:190445	Triiodothyronine Receptor Auxiliary Protein
OMIM:190450	Triosephosphate Isomerase 1
OMIM:190500	Triphalangeal Thumb With Double Phalanges
OMIM:190600	Triphalangeal Thumb, Nonopposable
OMIM:190650	Triphalangeal Thumbs And Dislocation Of Patella
OMIM:190680	Triphalangeal Thumbs With Brachyectrodactyly
OMIM:190685	Down Syndrome
OMIM:190800	Tristichiasis
OMIM:190900	Tritanopia
OMIM:190920	Trophoblast Glycoprotein
OMIM:191000	Trochlea Of The Humerus, Aplasia Of
OMIM:191020	Moved To 120920
OMIM:191090	Moved To 191100
OMIM:191091	Moved To 191100
OMIM:191100	Tuberous Sclerosis 1
OMIM:191150	Tuftsin Deficiency
OMIM:191160	Tumor Necrosis Factor
OMIM:191181	Suppressor Of Tumorigenicity 3
OMIM:191200	Tune Deafness
OMIM:191250	Twinning Due To Superfetation
OMIM:191270	Tyrosinase-Like
OMIM:191390	Inflammatory Bowel Disease 11
OMIM:191400	Ulna And Fibula, Hypoplasia Of
OMIM:191420	Ulna Metaphyseal Dysplasia Syndrome
OMIM:191440	Ulnar Hypoplasia
OMIM:191480	Uncombable Hair Syndrome
OMIM:191482	Uncombable Hair, Retinal Pigmentary Dystrophy, Dental Anomalies, And Brachydactyly
OMIM:191500	Undritz Anomaly
OMIM:191520	Upington Disease
OMIM:191530	Urate-Binding Globulin, Decrease In
OMIM:191540	Urate Oxidase, Pseudogene
OMIM:191550	Ureter, Bifid Or Double
OMIM:191600	Ureter, Cancer Of
OMIM:191650	Ureterocele
OMIM:191700	Urolithiasis, Uric Acid, Autosomal Dominant
OMIM:191800	Urinary Bladder, Atony Of
OMIM:191830	Renal Adysplasia
OMIM:191850	Urticaria, Aquagenic
OMIM:191900	Muckle-Wells Syndrome
OMIM:191950	Urticaria, Familial Localized Heat
OMIM:192000	Uterine Anomalies
OMIM:192050	Uterus Bicornis Bicollis With Partial Vaginal Septum And Unilateral Hematocolpos With Ipsilateral Renal Agenesis
OMIM:192090	Cadherin 1
OMIM:192100	Uvula, Bifid
OMIM:192200	Varicose Veins
OMIM:192300	Vascular Helix Of Umbilical Cord
OMIM:192310	Vasculitis, Lymphocytic, Nodular
OMIM:192315	Vasculopathy, Retinal, With Cerebral Leukodystrophy
OMIM:192340	Arginine Vasopressin
OMIM:192350	Vater Association
OMIM:192400	Veins, Pattern Of, On Anterior Thorax
OMIM:192430	Velocardiofacial Syndrome
OMIM:192445	Ventricular Extrasystoles With Syncope, Perodactyly, And Robin Sequence
OMIM:192500	Long Qt Syndrome 1
OMIM:192500	Long Qt Syndrome 1, Recessive
OMIM:192600	Cardiomyopathy, Familial Hypertrophic, 1
OMIM:192600	Cardiomyopathy, Hypertrophic, Midventricular, Digenic
OMIM:192600	Cardiomyopathy, Familial Hypertrophic
OMIM:192605	Ventricular Tachycardia, Familial
OMIM:192605	Ventricular Tachycardia, Somatic
OMIM:192700	Venular Insufficiency, Systemic
OMIM:192800	Vertebral Fusion, Posterior Lumbosacral, With Blepharoptosis
OMIM:192900	Vertebral Hypoplasia With Lumbar Kyphosis
OMIM:192950	Vertical Talus, Congenital
OMIM:192974	Integrin, Alpha-2
OMIM:193000	Vesicoureteral Reflux 1
OMIM:193003	Nystagmus 4, Congenital, Autosomal Dominant
OMIM:193005	Vestibulocochlear Dysfunction, Progressive
OMIM:193007	Vertigo, Benign Recurrent
OMIM:193050	Vibratory Angioedema
OMIM:193070	Virus Rd114 Rna Complementarity
OMIM:193090	Transcobalamin I Deficiency
OMIM:193100	Hypophosphatemic Rickets, Autosomal Dominant
OMIM:193200	Vitiligo-Associated Multiple Autoimmune Disease Susceptibility 6
OMIM:193220	Vitreoretinochoroidopathy
OMIM:193230	Vitreoretinal Degeneration, Snowflake Type
OMIM:193235	Vitreoretinopathy, Neovascular Inflammatory
OMIM:193240	Vocal Cord Paralysis And Ptosis
OMIM:193250	Volvulus Of Midgut
OMIM:193300	Von Hippel-Lindau Syndrome
OMIM:193400	Von Willebrand Disease, Type 1, Susceptibility To
OMIM:193400	Von Willebrand Disease, Type 2a/Iie
OMIM:193400	Von Willebrand Disease, Type 2b
OMIM:193400	Von Willebrand Disease, Type 2m
OMIM:193400	Von Willebrand Disease, Type 1
OMIM:193400	Von Willebrand Disease, Type 2cb
OMIM:193400	Von Willebrand Disease, Type 2a
OMIM:193400	Von Willebrand Disease, Type 2n
OMIM:193450	Vulvovaginitis, Allergic Seminal
OMIM:193500	Waardenburg Syndrome, Type 1
OMIM:193510	Waardenburg Syndrome, Type 2a
OMIM:193520	Watson Syndrome
OMIM:193530	Weyers Acrofacial Dysostosis
OMIM:193670	Whim Syndrome
OMIM:193680	Moved To 128101
OMIM:193700	Arthrogryposis, Distal, Type 2a
OMIM:193900	White Sponge Nevus
OMIM:194000	Widow'S Peak
OMIM:194050	Williams-Beuren Syndrome
OMIM:194070	Wilms Tumor 1
OMIM:194071	Wilms Tumor 2
OMIM:194072	Wilms Tumor, Aniridia, Genitourinary Anomalies, And Mental Retardation Syndrome
OMIM:194080	Denys-Drash Syndrome
OMIM:194090	Wilms Tumor 3
OMIM:194100	Moved To 106600
OMIM:194190	Wolf-Hirschhorn Syndrome
OMIM:194200	Wolff-Parkinson-White Syndrome
OMIM:194200	Wolff-Parkinson-White Syndrome, Childhood-Onset
OMIM:194300	Woolly Hair, Autosomal Dominant
OMIM:194320	Woronets Trait
OMIM:194350	Wt Limb-Blood Syndrome
OMIM:194370	X-Ray Sensitivity
OMIM:194380	Dehydrated Hereditary Stomatocytosis With Or Without Pseudohyperkalemia And/Or Perinatal Edema
OMIM:194400	Xeroderma Pigmentosum, Autosomal Dominant, Mild
OMIM:194470	Zinc, Elevated Plasma
OMIM:194533	Zinc Finger Protein 35
OMIM:200100	Abetalipoproteinemia
OMIM:200110	Ablepharon-Macrostomia Syndrome
OMIM:200130	Absent Eyebrows And Eyelashes With Mental Retardation
OMIM:200150	Choreoacanthocytosis
OMIM:200170	Acanthosis Nigricans With Muscle Cramps And Acral Enlargement
OMIM:200300	Acetophenetidin Sensitivity
OMIM:200400	Achalasia, Familial Esophageal
OMIM:200450	Achalasia-Microcephaly Syndrome
OMIM:200500	Acheiropody
OMIM:200600	Achondrogenesis, Type Ia
OMIM:200610	Achondrogenesis, Type Ii
OMIM:200700	Chondrodysplasia, Grebe Type
OMIM:200900	Short-Limb Skeletal Dysplasia With Severe Combined Immunodeficiency
OMIM:200950	Acid Phosphatase Deficiency
OMIM:200970	Ackerman Syndrome
OMIM:200980	Acrorenal-Mandibular Syndrome
OMIM:200990	Acrocallosal Syndrome
OMIM:200995	Acrocephalopolydactylous Dysplasia
OMIM:201000	Carpenter Syndrome 1
OMIM:201020	Acrocephalopolysyndactyly Type Iv
OMIM:201050	Acrocraniofacial Dysostosis
OMIM:201100	Acrodermatitis Enteropathica
OMIM:201100	Acrodermatitis Enteropathica, Zinc-Deficiency Type
OMIM:201170	Acrofacial Dysostosis Syndrome Of Rodriguez
OMIM:201180	Acrofrontofacionasal Dysostosis 1
OMIM:201200	Acrogeria, Gottron Type
OMIM:201250	Acromesomelic Dysplasia, Hunter-Thompson Type
OMIM:201300	Neuropathy, Hereditary Sensory, Type Ii
OMIM:201300	Neuropathy, Hereditary Sensory And Autonomic, Type Iia
OMIM:201310	Acrorenal Syndrome, Autosomal Recessive
OMIM:201400	Acth Deficiency, Isolated
OMIM:201450	Acyl-Coa Dehydrogenase, Medium-Chain, Deficiency Of
OMIM:201460	Moved To 201475
OMIM:201470	Acyl-Coa Dehydrogenase, Short-Chain, Deficiency Of
OMIM:201475	Acyl-Coa Dehydrogenase, Very Long-Chain, Deficiency Of
OMIM:201550	Adducted Thumbs Syndrome
OMIM:201710	Lipoid Congenital Adrenal Hyperplasia
OMIM:201750	Antley-Bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis
OMIM:201810	3-Beta-Hydroxysteroid Dehydrogenase, Type Ii, Deficiency Of
OMIM:201910	Adrenal Hyperplasia, Congenital, Due To 21-Hydroxylase Deficiency, Late-Onset Form
OMIM:201910	Adrenal Hyperplasia, Congenital, Due To 21-Hydroxylase Deficiency, Salt-Wasting Type
OMIM:201910	Adrenal Hyperplasia, Congenital, Due To 21-Hydroxylase Deficiency, Classic Type
OMIM:201910	Adrenal Hyperplasia, Congenital, Due To 21-Hydroxylase Deficiency, Nonclassic Type
OMIM:201910	Adrenal Hyperplasia, Congenital, Due To 21-Hydroxylase Deficiency
OMIM:202010	Adrenal Hyperplasia, Congenital, Due To Steroid 11-Beta-Hydroxylase Deficiency
OMIM:202110	Adrenal Hyperplasia, Congenital, Due To 17-Alpha-Hydroxylase Deficiency
OMIM:202150	Adrenal Hypoplasia, Congenital, With Absent Pituitary Luteinizing Hormone
OMIM:202155	Adrenal Hypoplasia, Cytomegalic Type
OMIM:202200	Glucocorticoid Deficiency 1
OMIM:202300	Adrenocortical Carcinoma, Hereditary
OMIM:202300	Adrenocortical Carcinoma, Pediatric
OMIM:202355	Adrenocortical Unresponsiveness To Acth With Postreceptor Defect
OMIM:202370	Peroxisome Biogenesis Disorder 2b
OMIM:202400	Afibrinogenemia, Congenital
OMIM:202550	Aganglionosis, Total Intestinal
OMIM:202600	Agenesis Of Cerebral White Matter
OMIM:202650	Agnathia-Otocephaly Complex
OMIM:202660	Pagod Syndrome
OMIM:202700	Neutropenia, Severe Congenital, 1, Autosomal Dominant
OMIM:202900	Alaninuria With Microcephaly, Dwarfism, Enamel Hypoplasia, And Diabetes Mellitus
OMIM:203000	Frontonasal Dysplasia With Alar Clefts
OMIM:203100	Albinism, Oculocutaneous, Type Ia
OMIM:203100	Albinism, Oculocutaneous Type I, Temperature-Sensitive
OMIM:203200	Albinism, Oculocutaneous, Type Ii
OMIM:203290	Albinism, Oculocutaneous, Type Iii
OMIM:203300	Hermansky-Pudlak Syndrome 1
OMIM:203330	Pseudohypoparathyroidism, Type Ii
OMIM:203340	Albinism-Microcephaly-Digital Anomalies Syndrome
OMIM:203400	Corticosterone Methyloxidase Type I Deficiency
OMIM:203450	Alexander Disease
OMIM:203500	Alkaptonuria
OMIM:203550	Alopecia-Contractures-Dwarfism Mental Retardation Syndrome
OMIM:203600	Alopecia-Epilepsy-Oligophrenia Syndrome Of Moynahan
OMIM:203650	Alopecia-Mental Retardation Syndrome 1
OMIM:203655	Alopecia Universalis Congenita
OMIM:203700	Mitochondrial Dna Depletion Syndrome 4a (Alpers Type)
OMIM:203740	Alpha-Ketoglutarate Dehydrogenase Deficiency
OMIM:203750	Alpha-Methylacetoacetic Aciduria
OMIM:203760	Alpha-2-Deficient Collagen Disease
OMIM:203780	Alport Syndrome, Autosomal Recessive
OMIM:203800	Alstrom Syndrome
OMIM:204000	Leber Congenital Amaurosis 1
OMIM:204100	Leber Congenital Amaurosis 2
OMIM:204110	Amaurosis Congenita, Cone-Rod Type, With Congenital Hypertrichosis
OMIM:204200	Ceroid Lipofuscinosis, Neuronal, 3
OMIM:204200	Ceroid Lipofuscinosis, Neuronal, 3, Protracted
OMIM:204300	Ceroid Lipofuscinosis, Neuronal, 4a, Autosomal Recessive
OMIM:204500	Ceroid Lipofuscinosis, Neuronal, 2
OMIM:204650	Amelogenesis Imperfecta, Type Ic
OMIM:204690	Enamel-Renal Syndrome
OMIM:204700	Amelogenesis Imperfecta, Pigmented Hypomaturation Type
OMIM:204700	Amelogenesis Imperfecta, Hypomaturation Type, Iia1
OMIM:204730	Amino Aciduria With Mental Deficiency, Dwarfism, Muscular Dystrophy, Osteoporosis, And Acidosis
OMIM:204750	2-Aminoadipic 2-Oxoadipic Aciduria
OMIM:204800	Amobarbital, Deficient N-Hydroxylation Of
OMIM:204850	Amyloidosis Of Gingiva And Conjunctiva, With Mental Retardation
OMIM:204870	Corneal Dystrophy, Gelatinous Drop-Like
OMIM:204900	Amyloidosis, Cutaneous Bullous
OMIM:205000	Amyotonia Congenita
OMIM:205100	Amyotrophic Lateral Sclerosis 2, Juvenile
OMIM:205200	Amyotrophic Lateral Sclerosis, Juvenile, With Dementia
OMIM:205250	Amyotrophic Lateral Sclerosis With Polyglucosan Bodies
OMIM:205400	Tangier Disease, Variant
OMIM:205400	Tangier Disease
OMIM:205700	Anemia, Autoimmune Hemolytic
OMIM:205950	Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive
OMIM:206000	Anemia, Sideroblastic, Pyridoxine-Responsive, Autosomal Recessive
OMIM:206100	Anemia, Hypochromic Microcytic, With Iron Overload
OMIM:206100	Anemia, Hypochromic Microcytic, With Iron Overload 1
OMIM:206200	Iron-Refractory Iron Deficiency Anemia
OMIM:206300	Anemia, Nonspherocytic Hemolytic, Associated With Abnormality Of Red Cell Membrane
OMIM:206400	Anemia, Nonspherocytic Hemolytic, Possibly Due To Defect In Porphyrin Metabolism
OMIM:206500	Anencephaly
OMIM:206550	Angiolipomatosis, Familial
OMIM:206570	Angiomatosis, Diffuse Corticomeningeal, Of Divry And Van Bogaert
OMIM:206600	Anhidrosis
OMIM:206700	Aniridia, Atypical
OMIM:206700	Aniridia, Cerebellar Ataxia, And Mental Retardation
OMIM:206750	Aniridia, Partial, With Unilateral Renal Agenesis And Psychomotor Retardation
OMIM:206780	Anodontia Of Permanent Dentition
OMIM:206800	Nail Disorder, Nonsyndromic Congenital, 4
OMIM:206900	Microphthalmia, Syndromic 3
OMIM:206920	Microphthalmia With Limb Anomalies
OMIM:207000	Anosmia For Isobutyric Acid
OMIM:207300	Antithrombin, Familial Hemorrhagic Diathesis Due To
OMIM:207410	Antley-Bixler Syndrome Without Genital Anomalies Or Disordered Steroidogenesis
OMIM:207500	Anus, Imperforate
OMIM:207600	Takayasu Arteritis
OMIM:207620	Aphalangy With Hemivertebrae
OMIM:207720	Apnea, Central Sleep
OMIM:207731	Aplasia Cutis Congenita With Intestinal Lymphangiectasia
OMIM:207740	Aplasia Of Extensor Muscles Of Fingers, Unilateral, With Generalized Polyneuropathy
OMIM:207750	Apolipoprotein C-Ii Deficiency
OMIM:207770	Aprosencephaly Syndrome
OMIM:207780	Aredyld
OMIM:207790	Arachnoid Cysts, Intracranial
OMIM:207800	Argininemia
OMIM:207900	Argininosuccinic Aciduria
OMIM:207950	Chiari Malformation Type Ii
OMIM:208000	Arterial Calcification, Generalized, Of Infancy, 1
OMIM:208050	Arterial Tortuosity Syndrome
OMIM:208060	Arteriosclerosis, Severe Juvenile
OMIM:208080	Arthrogryposis, Distal, With Hypopituitarism, Mental Retardation, And Facial Anomalies
OMIM:208081	Arthrogryposis, Distal, With Mental Retardation And Characteristic Facies
OMIM:208085	Arthrogryposis, Renal Dysfunction, And Cholestasis 1
OMIM:208100	Arthrogryposis Multiplex Congenita, Neurogenic Type
OMIM:208150	Fetal Akinesia Deformation Sequence
OMIM:208155	Illum Syndrome
OMIM:208158	Arthrogryposis With Hyperkeratosis
OMIM:208200	Arthrogryposis-Like Disorder
OMIM:208230	Arthropathy, Progressive Pseudorheumatoid, Of Childhood
OMIM:208250	Camptodactyly-Arthropathy-Coxa Vara-Pericarditis Syndrome
OMIM:208300	Ascites, Chylous
OMIM:208400	Aspartylglucosaminuria, Finnish Type
OMIM:208400	Aspartylglucosaminuria
OMIM:208500	Asphyxiating Thoracic Dystrophy 1
OMIM:208530	Right Atrial Isomerism
OMIM:208540	Renal-Hepatic-Pancreatic Dysplasia 1
OMIM:208550	Asthma, Aspirin-Induced, Susceptibility To
OMIM:208550	Asthma, Nasal Polyps, And Aspirin Intolerance
OMIM:208600	Asthma, Short Stature, And Elevated Iga
OMIM:208700	Ataxia With Myoclonic Epilepsy And Presenile Dementia
OMIM:208750	Ataxia, Deafness, And Cardiomyopathy
OMIM:208850	Ataxia-Deafness-Retardation Syndrome
OMIM:208870	Ataxia-Microcephaly-Cataract Syndrome
OMIM:208900	Ataxia-Telangiectasia, Complementation Group D
OMIM:208900	Ataxia-Telangiectasia, Complementation Group A
OMIM:208900	Ataxia-Telangiectasia, Fresno Variant
OMIM:208900	Ataxia-Telangiectasia
OMIM:208900	Ataxia-Telangiectasia, Complementation Group E
OMIM:208910	Ataxia-Telangiectasia With Generalized Skin Pigmentation And Early Death
OMIM:208920	Ataxia, Early-Onset, With Oculomotor Apraxia And Hypoalbuminemia
OMIM:208920	Ataxia, Adult-Onset, With Oculomotor Apraxia
OMIM:209000	Moved To 613179
OMIM:209010	Atherosclerosis, Premature, With Deafness, Nephropathy, Diabetes Mellitus, Photomyoclonus, And Degenerative Neurologic Disease
OMIM:209050	Athrombia, Essential
OMIM:209100	Atonic-Astatic Syndrome Of Foerster
OMIM:209300	Atransferrinemia
OMIM:209500	Atrichia With Papular Lesions
OMIM:209600	Atrioventricular Dissociation
OMIM:209700	Atrophoderma Vermiculata
OMIM:209770	Aural Atresia, Multiple Congenital Anomalies, And Mental Retardation
OMIM:209800	Australia Antigen
OMIM:209850	Autism
OMIM:209880	Central Hypoventilation Syndrome, Congenital, With Hirschsprung Disease
OMIM:209880	Central Hypoventilation Syndrome, Congenital
OMIM:209885	Barber-Say Syndrome
OMIM:209900	Bardet-Biedl Syndrome
OMIM:209900	Bardet-Biedl Syndrome, Modifier Of
OMIM:209920	Bare Lymphocyte Syndrome, Type Ii, Complementation Group C
OMIM:209920	Bare Lymphocyte Syndrome, Type Ii, Complementation Group A
OMIM:209920	Bare Lymphocyte Syndrome, Type Ii, Complementation Group E
OMIM:209920	Bare Lymphocyte Syndrome, Type Ii
OMIM:209920	Bare Lymphocyte Syndrome, Type Ii, Complementation Group B
OMIM:209920	Bare Lymphocyte Syndrome, Type Ii, Complementation Group D
OMIM:209950	Atypical Mycobacteriosis, Familial
OMIM:209970	Beemer Lethal Malformation Syndrome
OMIM:210000	Behr Syndrome
OMIM:210050	Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification
OMIM:210100	Beta-Aminoisobutyric Acid, Urinary Excretion Of
OMIM:210200	3-Methylcrotonyl-Coa Carboxylase 1 Deficiency
OMIM:210210	3-Methylcrotonyl-Coa Carboxylase 2 Deficiency
OMIM:210250	Sitosterolemia
OMIM:210350	Biemond Syndrome Ii
OMIM:210370	Bietti Crystalline Corneoretinal Dystrophy
OMIM:210400	Bifid Nose, Autosomal Recessive
OMIM:210450	Moved To 607765
OMIM:210500	Biliary Atresia, Extrahepatic
OMIM:210550	Biliary Malformation With Renal Tubular Insufficiency
OMIM:210600	Seckel Syndrome 1
OMIM:210700	Microcephalic Primordial Dwarfism, Montreal Type
OMIM:210710	Microcephalic Osteodysplastic Primordial Dwarfism, Type I
OMIM:210720	Microcephalic Osteodysplastic Primordial Dwarfism, Type Ii
OMIM:210730	Microcephalic Osteodysplastic Primordial Dwarfism, Type Iii
OMIM:210740	Bangstad Syndrome
OMIM:210745	Blepharophimosis With Ptosis, Syndactyly, And Short Stature
OMIM:210750	Skin/Hair/Eye Pigmentation, Variation In, 6
OMIM:210900	Bloom Syndrome
OMIM:211000	Blue Diaper Syndrome
OMIM:211100	Fucosyltransferase 1
OMIM:211120	Bone Dysplasia, Lethal, Holmgren Type
OMIM:211170	Borrone Dermatocardioskeletal Syndrome
OMIM:211180	Bowen-Conradi Syndrome
OMIM:211200	Bowen Syndrome Of Multiple Malformations
OMIM:211350	Kyphomelic Dysplasia
OMIM:211355	Bowing Of Long Bones, Asymmetric And Symmetric
OMIM:211369	Brachydactyly, Type A2, With Microcephaly
OMIM:211370	Brachymetapody-Anodontia-Hypotrichosis-Albinoidism
OMIM:211380	Brachioskeletogenital Syndrome
OMIM:211390	Sabinas Brittle Hair Syndrome
OMIM:211400	Bronchiectasis With Or Without Elevated Sweat Chloride 1
OMIM:211450	Bronchomalacia
OMIM:211480	Buerger Disease
OMIM:211500	Fazio-Londe Disease
OMIM:211530	Brown-Vialetto-Van Laere Syndrome 1
OMIM:211530	Brown-Vialetto-Van Laere Syndrome 1, Mild
OMIM:211600	Cholestasis, Benign Recurrent Intrahepatic 1
OMIM:211600	Cholestasis, Progressive Familial Intrahepatic, 1
OMIM:211600	Cholestasis, Progressive Familial Intrahepatic 1
OMIM:211750	C Syndrome
OMIM:211770	Cahmr Syndrome
OMIM:211800	Calcification Of Joints And Arteries
OMIM:211890	Campomelia, Cumming Type
OMIM:211900	Tumoral Calcinosis, Hyperphosphatemic
OMIM:211900	Tumoral Calcinosis, Hyperphosphatemic, Familial
OMIM:211900	Tumoral Calcinosis, Familial, Hyperphosphatemic
OMIM:211910	Camptodactyly Syndrome, Guadalajara, Type I
OMIM:211920	Camptodactyly Syndrome, Guadalajara, Type Ii
OMIM:211930	Camptodactyly With Fibrous Tissue Hyperplasia And Skeletal Dysplasia
OMIM:211960	Camptodactyly With Muscular Hypoplasia, Skeletal Dysplasia, And Abnormal Palmar Creases
OMIM:211965	Camptodactyly-Ichthyosis Syndrome
OMIM:211980	Lung Cancer
OMIM:211980	Lung Cancer, Protection Against
OMIM:211980	Lung Cancer, Susceptibility To
OMIM:211980	Lung Cancer, Squamous Cell, Somatic
OMIM:211980	Lung Cancer, Somatic
OMIM:211990	Camptomelic Syndrome, Long-Limb Type
OMIM:212050	Candidiasis, Familial, 2
OMIM:212060	Carbimazole Sensitivity
OMIM:212065	Congenital Disorder Of Glycosylation, Type Ia
OMIM:212066	Congenital Disorder Of Glycosylation, Type Iia
OMIM:212067	Congenital Disorder Of Glycosylation, Type I/Iix
OMIM:212070	Carboxypeptidase N Deficiency
OMIM:212080	Cardiac Lipidosis, Familial
OMIM:212090	Cardiac Septal Defects With Coarctation Of The Aorta
OMIM:212093	Cardiac Valvular Defect, Developmental
OMIM:212100	Cardioauditory Syndrome Of Sanchez Cascos
OMIM:212110	Moved To 611880
OMIM:212112	Cardiomyopathy, Dilated, With Hypergonadotripic Hypogonadism
OMIM:212112	Cardiomyopathy, Dilated, With Hypergonadotropic Hypogonadism
OMIM:212120	Moved To 212112
OMIM:212130	Cardiomyopathy Associated With Myopathy And Sudden Death
OMIM:212135	Cardioskeletal Syndrome, Kuwaiti Type
OMIM:212138	Carnitine-Acylcarnitine Translocase Deficiency
OMIM:212140	Carnitine Deficiency, Systemic Primary
OMIM:212160	Carnitine Deficiency, Myopathic
OMIM:212200	Carnosinemia
OMIM:212350	Sengers Syndrome
OMIM:212360	Palmoplantar Keratoderma And Congenital Alopecia, Autosomal Recessive
OMIM:212400	Cataract And Congenital Ichthyosis
OMIM:212500	Cataract, Congenital Or Juvenile
OMIM:212540	Cataract, Microcephaly, Failure To Thrive, Kyphoscoliosis Syndrome
OMIM:212550	Microphthalmia, Isolated, With Cataract 2
OMIM:212710	Cataract-Ataxia-Deafness-Retardation Syndrome
OMIM:212720	Martsolf Syndrome
OMIM:212750	Celiac Disease
OMIM:212780	Cenani-Lenz Syndactyly Syndrome
OMIM:212790	Premature Centromere Division
OMIM:212800	Cephalin Lipidosis
OMIM:212835	Cerebellar Ataxia And Ectodermal Dysplasia
OMIM:212840	Cerebellar Ataxia And Hypogonadotropic Hypogonadism
OMIM:212850	Cerebellar Ataxia And Neurosensory Deafness
OMIM:212890	Cerebellar Ataxia, Benign, With Thermoanalgesia
OMIM:212895	Cerebellar Ataxia, Early-Onset, With Retained Tendon Reflexes
OMIM:212900	Moved To 258450
OMIM:213000	Cerebellar Hypoplasia
OMIM:213002	Cerebellar Hypoplasia With Endosteal Sclerosis
OMIM:213010	Cerebellar Vermis Aplasia With Associated Features Suggesting Smith-Lemli-Opitz Syndrome And Meckel Syndrome
OMIM:213100	Cerebelloparenchymal Disorder Ii
OMIM:213200	Spinocerebellar Ataxia, Autosomal Recessive 2
OMIM:213300	Joubert Syndrome 1
OMIM:213400	Cerebelloparenchymal Disorder V
OMIM:213500	Cerebral Angiopathy, Dysphoric
OMIM:213600	Basal Ganglia Calcification, Idiopathic, 1
OMIM:213600	Basal Ganglia Calcification, Idiopathic, 3
OMIM:213700	Cerebrotendinous Xanthomatosis
OMIM:213820	Cerebral Malformation, Seizures, Hypertrichosis, And Overlapping Fingers
OMIM:213900	Cerebral Sclerosis Similar To Pelizaeus-Merzbacher Disease
OMIM:213950	Cerebrocortical Degeneration Of Infancy
OMIM:213980	Cerebrofaciothoracic Dysplasia
OMIM:214100	Peroxisome Biogenesis Disorder 1a (Zellweger)
OMIM:214110	Peroxisome Biogenesis Disorder 2a (Zellweger)
OMIM:214150	Cerebrooculofacioskeletal Syndrome 1
OMIM:214200	Ceroid Storage Disease
OMIM:214290	Cervical Vertebrae, Agenesis Of
OMIM:214300	Klippel-Feil Syndrome 2
OMIM:214300	Klippel-Feil Syndrome 2, Autosomal Recessive
OMIM:214350	Chands
OMIM:214370	Neuropathy, Hereditary Motor And Sensory, With Deafness, Mental Retardation, And Absent Sensory Large Myelinated Fibers
OMIM:214400	Charcot-Marie-Tooth Disease, Axonal, Autosomal Recessive, Type 2k
OMIM:214400	Charcot-Marie-Tooth Disease, Autosomal Dominant, Type 2k
OMIM:214400	Charcot-Marie-Tooth Disease, Demyelinating, Autosomal Recessive, Type 4a
OMIM:214400	Charcot-Marie-Tooth Disease, Axonal, Autosomal Dominant, Type 2k
OMIM:214400	Charcot-Marie-Tooth Disease, Type 4a
OMIM:214450	Griscelli Syndrome, Type 1
OMIM:214500	Chediak-Higashi Syndrome, Childhood Type
